SBIN,October 02, 2019,21:57:33,256.25
SBIN,October 02, 2019,21:57:36,256.25
SBIN,October 02, 2019,21:57:37,256.25
SBIN,October 02, 2019,21:57:38,256.25
SBIN,October 02, 2019,21:57:39,256.25
SBIN,October 02, 2019,21:57:41,256.25
SBIN,October 02, 2019,21:57:42,256.25
SBIN,October 02, 2019,21:57:43,256.25
SBIN,October 02, 2019,21:57:44,256.25
SBIN,October 02, 2019,21:57:45,256.25
SBIN,October 02, 2019,21:57:46,256.25
SBIN,October 02, 2019,21:57:48,256.25
SBIN,October 02, 2019,21:57:49,256.25
SBIN,October 02, 2019,21:57:50,256.25
SBIN,October 02, 2019,21:57:51,256.25
SBIN,October 02, 2019,21:57:52,256.25
SBIN,October 02, 2019,21:57:54,256.25
SBIN,October 02, 2019,21:57:55,256.25
SBIN,October 02, 2019,21:57:56,256.25
SBIN,October 02, 2019,21:57:58,256.25
